"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","response","part","actual_choice","actual_EV","binary_id","trinary_id","catch","A_key","D_key","choice_prob","choice_amount","chosen_part","accuracy"
"true","false","[]","[]","[]","preload","0","6","0.0-0.0","020","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","720","0.0-1.0","020","null","","null","delay","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","48227","0.0-2.0","020","47505","
          <h1>חלק 2</h1>
          <p>בחלק זה יוצגו בפניכם שתי הגרלות.
          <br>אתם מתבקשים לבחור את ההגרלה שתרצו להשתתף בה.
          <br>שימו לב! בסוף הניסוי נבחר שלב אחד באקראי ונממש את ההגרלה שבחרתם. כלומר, הבחירה שלכם יכולה להפוך לכסף אמיתי.
          <br><br>לחצו רווח כדי להמשיך.</p>"," ","instructions","","","","","","","","","","",""
"","","","","","html-keyboard-response","3","61190","0.0-3.0","020","12250","
          <p>בואו נתחיל בדוגמה:
          <br>לפניכם שתי הגרלות.
          <br>לחצו 'A' אם אתם מעדיפים את ההגרלה השמאלית
          <br>לחצו 'D' אם אתם מעדיפים את ההגרלה הימנית
          <p class=""lotteries"">
            <span><img src='img/A.png', width=""30""></span>
            <span><img src='img/D.png', width=""30""></span>
          </p>
          <p class=""lotteries"">
            <span>₪39</span>
            <span>₪54</span>
          </p>
          <p class=""lotteries"">
            <span>65%</span>
            <span>35%</span>
          </p>","d","example","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","67129","0.0-4.0","020","5224","<p>יפה מאוד!
                  <br>בחרתם את ההגרלה הימנית. נשמע נכון?
                  <br>בואו ננסה דוגמה נוספת:</p>
                  <p class=""lotteries"">
                    <span><img src='img/A.png', width=""30""></span>
                    <span><img src='img/D.png', width=""30""></span>
                  </p>
                  <p class=""lotteries"">
                    <span>₪29</span>
                    <span>₪43</span>
                  </p>
                  <p class=""lotteries"">
                    <span>30%</span>
                    <span>65%</span>
                  </p>","d","example","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","71466","0.0-5.0","020","3626","<p>יפה. כעת בחרתם את ההגרלה הימנית. 
                  <br>מיד נתחיל בניסוי.
                  <br>אתם תראו זוגות של הגרלות ותתבקשו לבחור את ההגרלה המועדפת עליכם.
                  <br><br>לחצו רווח כדי להמשיך.</p>"," ","instructions","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","73352","0.0-6.0-0.0","020","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","",""
"","","","","","html-keyboard-response","7","77930","0.0-6.0-1.0","020","4573","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪18</span>
                      <span>₪11</span>
                    </p>
                    <p class=""lotteries"">
                      <span>25%</span>
                      <span>45%</span>
                    </p>","d","binary","B","4.95","14","14","0","A","B","45","11","",""
"","","","","","html-keyboard-response","8","79367","0.0-6.0-0.1","020","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","",""
"","","","","","html-keyboard-response","9","82410","0.0-6.0-1.1","020","3041","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪4</span>
                      <span>₪11</span>
                    </p>
                    <p class=""lotteries"">
                      <span>25%</span>
                      <span>75%</span>
                    </p>","d","binary","A","8.25","29","29","1","B","A","75","11","",""
