"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","response","part","slider_start","ID","set_ID","prob","amount","last_location","actual_choice","actual_EV","binary_id","trinary_id","catch","A_key","D_key","choice_prob","choice_amount","potential_prize_prob","potential_prize_amount","won_prize","total_prize","accuracy"
"","","","","","html-slider-response","130","423060","0.0-21.0-1.5","c0eec679-0e2d-40b6-946a-bc307eeeb08a","3962","
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","34","evaluation","51","29","8C,19A,24B","65","76","34","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","131","423583","0.0-21.0-2.5","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","132","424594","0.0-21.0-0.6","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","9","14A,23A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","133","428612","0.0-21.0-1.6","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","72","9","14A,23A","25","18","4","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","134","429572","0.0-21.0-2.6","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","135","430576","0.0-21.0-0.7","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","16","1A,15A,26C","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","136","433060","0.0-21.0-1.7","c0eec679-0e2d-40b6-946a-bc307eeeb08a","2483","
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","17","evaluation","35","16","1A,15A,26C","65","39","17","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","137","434400","0.0-21.0-2.7","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","138","435415","0.0-21.0-0.8","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪16
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","8","14C,17A,20C,27A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","139","438212","0.0-21.0-1.8","c0eec679-0e2d-40b6-946a-bc307eeeb08a","2795","
                  <p style=""text-align: center;"">₪16
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","3","evaluation","48","8","14C,17A,20C,27A","20","16","4","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","140","439221","0.0-21.0-2.8","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","141","440222","0.0-21.0-0.9","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","6","14B,21C,25C","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","142","444157","0.0-21.0-1.9","c0eec679-0e2d-40b6-946a-bc307eeeb08a","3932","
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","4","evaluation","70","6","14B,21C,25C","45","11","5","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","143","445335","0.0-21.0-2.9","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","144","446344","0.0-21.0-0.10","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","26","2B,16A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","145","450356","0.0-21.0-1.10","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","18","26","2B,16A","45","71","21","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","146","451333","0.0-21.0-2.10","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","147","452335","0.0-21.0-0.11","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","17","2A,7A,9A,15B","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","148","456338","0.0-21.0-1.11","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","69","17","2A,7A,9A,15B","60","43","16","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","149","457693","0.0-21.0-2.11","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","150","458702","0.0-21.0-0.12","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","20","10C,13A,19C,21B","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","151","462660","0.0-21.0-1.12","c0eec679-0e2d-40b6-946a-bc307eeeb08a","3957","
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","16","evaluation","14","20","10C,13A,19C,21B","40","58","17","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","152","463365","0.0-21.0-2.12","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","153","464377","0.0-21.0-0.13","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","3","12B,20B,23B,27C,29C","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","154","466196","0.0-21.0-1.13","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1817","
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","1","evaluation","34","3","12B,20B,23B,27C,29C","75","4","2","","","","","","","","","","","","","",""
