"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","response","part","slider_start","ID","set_ID","prob","amount","last_location","actual_choice","actual_EV","binary_id","trinary_id","catch","direction","A_key","S_key","D_key","choice_prob","choice_amount","chosen_part","potential_prize_prob","potential_prize_amount","won_prize","total_prize","prize_cost","accuracy"
"","","","","","html-keyboard-response","10","85069","0.0-10.0","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p>במהלך הניסוי, קודם תראו את ההגרלה ורק לאחר מכן תוכלו לבחור.
                <p>כמו כן, יהיו לכם מספר שניות מוגבל להגיב.
                <p>בואו ננסה זאת עם ההגרלה הקודמת.
                <br>לחצו על העכבר כדי להמשיך.</p>","1","instructions","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","11","86335","0.0-11.0","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                    <p style=""text-align: center;"">₪18<br>35%</p>
                    <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","37","instructions","0","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","12","90596","0.0-12.0","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","
                    <p style=""text-align: center;"">₪18<br>35%</p>
                    <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","instructions","19","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","13","93734","0.0-13.0","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p>לא הגבתם בזמן המוקצב לתגובה. 
                <br>נסו להגיב מהר יותר בפעם הבאה.
                <br><br>לחצו על העכבר כדי להמשיך.</p>","1","instructions","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","14","96966","0.0-14.0-0.0","efc2d14c-97b7-4589-bf8a-1208192b43a0","2979","
                    <p style=""text-align: center;"">₪40<br>65%</p>
                    <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","33","instructions","61","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","15","99637","0.0-14.0-1.0","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p>יפה. הפעם בחרתם לשלם לכל היותר ₪33.
                <br><br>לחצו על העכבר כדי להמשיך.</p>","1","instructions","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","107149","0.0-15.0","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p>כעת נתחיל את הניסוי.
                <br><br>אתם תראו הגרלות ותתבקשו לבחור כמה תהיו מוכנים לשלם כדי להשתתף בהן.
                <br>יש לכם תקציב של ₪80 עבור כל הגרלה.
                <br>בסוף הניסוי הגרלה אחת תבחר באקראי ותשוחק.
                <br><br>לחצו על העכבר כדי להתחיל את הניסוי.</p>","1","instructions","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","108406","0.0-16.0","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","18","109422","0.0-17.0-0.0","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","27","5B,18A","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","19","111909","0.0-17.0-1.0","efc2d14c-97b7-4589-bf8a-1208192b43a0","2486","
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","60","evaluation","67","27","5B,18A","55","71","60","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","20","113254","0.0-17.0-2.0","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","21","114262","0.0-17.0-0.1","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","22","10A,11A","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","22","118274","0.0-17.0-1.1","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","71","22","10A,11A","45","61","40","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","23","119609","0.0-17.0-2.1","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","24","120617","0.0-17.0-0.2","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","28","8B","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","25","123349","0.0-17.0-1.2","efc2d14c-97b7-4589-bf8a-1208192b43a0","2731","
                  <p style=""text-align: center;"">₪71
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","72","evaluation","31","28","8B","75","71","72","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","26","124700","0.0-17.0-2.2","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","27","125702","0.0-17.0-0.3","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","18","11B,19B,24A,26A","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","28","127925","0.0-17.0-1.3","efc2d14c-97b7-4589-bf8a-1208192b43a0","2222","
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","20","evaluation","47","18","11B,19B,24A,26A","75","43","20","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","29","129144","0.0-17.0-2.3","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","30","130159","0.0-17.0-0.4","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪61
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","23","7B,26B","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","31","134160","0.0-17.0-1.4","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","
                  <p style=""text-align: center;"">₪61
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","63","23","7B,26B","55","61","40","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","32","134727","0.0-17.0-2.4","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","33","135730","0.0-17.0-0.5","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","17","2A,7A,9A,15B","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","34","136973","0.0-17.0-1.5","efc2d14c-97b7-4589-bf8a-1208192b43a0","1242","
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","39","evaluation","43","17","2A,7A,9A,15B","60","43","39","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","35","137672","0.0-17.0-2.5","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","36","138684","0.0-17.0-0.6","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","16","1A,15A,26C","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","37","140701","0.0-17.0-1.6","efc2d14c-97b7-4589-bf8a-1208192b43a0","2016","
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","32","evaluation","69","16","1A,15A,26C","65","39","32","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","38","142065","0.0-17.0-2.6","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","39","143073","0.0-17.0-0.7","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","25","1B,3B,4A","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","40","145869","0.0-17.0-1.7","efc2d14c-97b7-4589-bf8a-1208192b43a0","2795","
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","59","evaluation","14","25","1B,3B,4A","50","64","59","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","41","146735","0.0-17.0-2.7","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","42","147743","0.0-17.0-0.8","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","15","9C,25B","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","43","151340","0.0-17.0-1.8","efc2d14c-97b7-4589-bf8a-1208192b43a0","3597","
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","20","evaluation","68","15","9C,25B","60","39","20","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","44","151895","0.0-17.0-2.8","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","45","152900","0.0-17.0-0.9","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","11","3C,20A,22A","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","46","156733","0.0-17.0-1.9","efc2d14c-97b7-4589-bf8a-1208192b43a0","3832","
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","32","evaluation","53","11","3C,20A,22A","30","36","32","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","47","157504","0.0-17.0-2.9","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","48","158506","0.0-17.0-0.10","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","30","9B","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","49","162522","0.0-17.0-1.10","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","51","30","9B","40","79","70","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","50","163686","0.0-17.0-2.10","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","51","164687","0.0-17.0-0.11","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","2","4C,17B","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","52","166605","0.0-17.0-1.11","efc2d14c-97b7-4589-bf8a-1208192b43a0","1917","
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","7","evaluation","62","2","4C,17B","50","4","7","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","53","167974","0.0-17.0-2.11","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","54","168981","0.0-17.0-0.12","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","20","10C,13A,19C,21B","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","55","171860","0.0-17.0-1.12","efc2d14c-97b7-4589-bf8a-1208192b43a0","2878","
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","52","evaluation","23","20","10C,13A,19C,21B","40","58","52","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","56","173346","0.0-17.0-2.12","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","57","174351","0.0-17.0-0.13","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","5","12A,27B,28B,30B","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","58","177133","0.0-17.0-1.13","efc2d14c-97b7-4589-bf8a-1208192b43a0","2781","
                  <p style=""text-align: center;"">₪11
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","9","evaluation","64","5","12A,27B,28B,30B","25","11","9","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","59","178563","0.0-17.0-2.13","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","60","179575","0.0-17.0-0.14","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","6","14B,21C,25C","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","61","183578","0.0-17.0-1.14","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","58","6","14B,21C,25C","45","11","9","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","62","184920","0.0-17.0-2.14","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","63","185932","0.0-17.0-0.15","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","19","13C,30A","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","64","187597","0.0-17.0-1.15","efc2d14c-97b7-4589-bf8a-1208192b43a0","1664","
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","48","evaluation","40","19","13C,30A","30","58","48","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","65","188463","0.0-17.0-2.15","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","66","189470","0.0-17.0-0.16","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","24","6A,21A","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","67","191069","0.0-17.0-1.16","efc2d14c-97b7-4589-bf8a-1208192b43a0","1598","
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","59","evaluation","6","24","6A,21A","25","64","59","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","68","192183","0.0-17.0-2.16","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","69","193190","0.0-17.0-0.17","efc2d14c-97b7-4589-bf8a-1208192b43a0","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","26","2B,16A","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","70","194173","0.0-17.0-1.17","efc2d14c-97b7-4589-bf8a-1208192b43a0","983","
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","60","evaluation","28","26","2B,16A","45","71","60","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","71","195098","0.0-17.0-2.17","efc2d14c-97b7-4589-bf8a-1208192b43a0","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","",""
