"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","response","part","slider_start","ID","set_ID","prob","amount","last_location","actual_choice","actual_EV","binary_id","trinary_id","catch","A_key","D_key","choice_prob","choice_amount","potential_prize_prob","potential_prize_amount","won_prize","total_prize","remaining_budget","accuracy"
"","","","","","html-slider-response","130","320409","0.0-21.0-0.6","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","12","1C,7C,15C","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","131","323832","0.0-21.0-1.6","6c06767d-0888-4cae-a531-fd9c338ac0a5","3421","
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","27","evaluation","76","12","1C,7C,15C","60","36","27","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","132","325285","0.0-21.0-2.6","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","133","326290","0.0-21.0-0.7","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","28","8B","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","134","330292","0.0-21.0-1.7","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","
                  <p style=""text-align: center;"">₪71
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","60","28","8B","75","71","35","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","135","331317","0.0-21.0-2.7","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","136","332327","0.0-21.0-0.8","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","22","10A,11A","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","137","333864","0.0-21.0-1.8","6c06767d-0888-4cae-a531-fd9c338ac0a5","1536","
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","32","evaluation","59","22","10A,11A","45","61","32","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","138","334750","0.0-21.0-2.8","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","139","335753","0.0-21.0-0.9","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","25","1B,3B,4A","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","140","337568","0.0-21.0-1.9","6c06767d-0888-4cae-a531-fd9c338ac0a5","1814","
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","36","evaluation","56","25","1B,3B,4A","50","64","36","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","141","338940","0.0-21.0-2.9","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","142","339944","0.0-21.0-0.10","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","2","4C,17B","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","143","341616","0.0-21.0-1.10","6c06767d-0888-4cae-a531-fd9c338ac0a5","1671","
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","0","evaluation","48","2","4C,17B","50","4","1","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","144","342237","0.0-21.0-2.10","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","145","343246","0.0-21.0-0.11","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","7","6B,18B,22C,24C,29A","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","146","345896","0.0-21.0-1.11","6c06767d-0888-4cae-a531-fd9c338ac0a5","2649","
                  <p style=""text-align: center;"">₪11
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","0","evaluation","25","7","6B,18B,22C,24C,29A","75","11","1","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","147","346618","0.0-21.0-2.11","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","148","347621","0.0-21.0-0.12","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","16","1A,15A,26C","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","149","350792","0.0-21.0-1.12","6c06767d-0888-4cae-a531-fd9c338ac0a5","3169","
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","24","evaluation","65","16","1A,15A,26C","65","39","24","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","150","351889","0.0-21.0-2.12","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","151","352895","0.0-21.0-0.13","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","14","4B,5A,13B,16B","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","152","354296","0.0-21.0-1.13","6c06767d-0888-4cae-a531-fd9c338ac0a5","1399","
                  <p style=""text-align: center;"">₪36
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","27","evaluation","25","14","4B,5A,13B,16B","75","36","27","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","153","355775","0.0-21.0-2.13","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","154","356788","0.0-21.0-0.14","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","6","14B,21C,25C","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","155","358928","0.0-21.0-1.14","6c06767d-0888-4cae-a531-fd9c338ac0a5","2138","
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","6","evaluation","56","6","14B,21C,25C","45","11","6","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","156","360207","0.0-21.0-2.14","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","157","361209","0.0-21.0-0.15","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","15","9C,25B","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","158","363848","0.0-21.0-1.15","6c06767d-0888-4cae-a531-fd9c338ac0a5","2638","
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","19","evaluation","44","15","9C,25B","60","39","19","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","159","365200","0.0-21.0-2.15","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","160","366207","0.0-21.0-0.16","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪61
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","23","7B,26B","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","161","368968","0.0-21.0-1.16","6c06767d-0888-4cae-a531-fd9c338ac0a5","2759","
                  <p style=""text-align: center;"">₪61
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","19","evaluation","56","23","7B,26B","55","61","19","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","162","369891","0.0-21.0-2.16","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","163","370895","0.0-21.0-0.17","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","30","9B","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","164","373056","0.0-21.0-1.17","6c06767d-0888-4cae-a531-fd9c338ac0a5","2160","
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","34","evaluation","75","30","9B","40","79","34","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","165","374072","0.0-21.0-2.17","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","166","375075","0.0-21.0-0.18","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","4","12C,17C,23C,28C","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","167","376672","0.0-21.0-1.18","6c06767d-0888-4cae-a531-fd9c338ac0a5","1595","
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","6","evaluation","55","4","12C,17C,23C,28C","20","11","7","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","168","377924","0.0-21.0-2.18","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","169","378927","0.0-21.0-0.19","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","9","14A,23A","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","170","381352","0.0-21.0-1.19","6c06767d-0888-4cae-a531-fd9c338ac0a5","2423","
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","9","evaluation","17","9","14A,23A","25","18","9","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","171","382386","0.0-21.0-2.19","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","172","383394","0.0-21.0-0.20","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","10","2C,16C,22B,28A","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","173","384520","0.0-21.0-1.20","6c06767d-0888-4cae-a531-fd9c338ac0a5","1124","
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","2","evaluation","21","10","2C,16C,22B,28A","50","18","3","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","174","385158","0.0-21.0-2.20","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","175","386162","0.0-21.0-0.21","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","27","5B,18A","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","176","389072","0.0-21.0-1.21","6c06767d-0888-4cae-a531-fd9c338ac0a5","2909","
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","36","evaluation","55","27","5B,18A","55","71","36","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","177","390109","0.0-21.0-2.21","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","178","391116","0.0-21.0-0.22","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","21","11C,18C,25A","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","179","394632","0.0-21.0-1.22","6c06767d-0888-4cae-a531-fd9c338ac0a5","3515","
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","29","evaluation","19","21","11C,18C,25A","45","58","29","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","180","395329","0.0-21.0-2.22","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","181","396332","0.0-21.0-0.23","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","5","12A,27B,28B,30B","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","182","397392","0.0-21.0-1.23","6c06767d-0888-4cae-a531-fd9c338ac0a5","1059","
                  <p style=""text-align: center;"">₪11
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","9","evaluation","4","5","12A,27B,28B,30B","25","11","9","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","183","398562","0.0-21.0-2.23","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","184","399574","0.0-21.0-0.24","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","31","8A","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","185","402976","0.0-21.0-1.24","6c06767d-0888-4cae-a531-fd9c338ac0a5","3400","
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","39","evaluation","30","31","8A","65","79","39","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","186","404301","0.0-21.0-2.24","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","187","405305","0.0-21.0-0.25","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪16
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","8","14C,17A,20C,27A","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","188","406984","0.0-21.0-1.25","6c06767d-0888-4cae-a531-fd9c338ac0a5","1677","
                  <p style=""text-align: center;"">₪16
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","8","evaluation","3","8","14C,17A,20C,27A","20","16","8","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","189","408348","0.0-21.0-2.25","6c06767d-0888-4cae-a531-fd9c338ac0a5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","190","409350","0.0-21.0-0.26","6c06767d-0888-4cae-a531-fd9c338ac0a5","1000","
                  <p style=""text-align: center;"">₪4
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","1","6C,29B,30C","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","191","410120","0.0-21.0-1.26","6c06767d-0888-4cae-a531-fd9c338ac0a5","769","
                  <p style=""text-align: center;"">₪4
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","5","evaluation","61","1","6C,29B,30C","25","4","5","","","","","","","","","","","","","","",""
