success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,rt,stimulus,response,part,slider_start,ID,set_ID,prob,amount,last_location,actual_choice,actual_EV,binary_id,trinary_id,catch,direction,A_key,S_key,D_key,choice_prob,choice_amount,total_prize
,,,,,html-keyboard-response,144,748697,0.0-21.0-2.10,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,145,749703,0.0-21.0-0.11,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,3,"12B,20B,23B,27C,29C",,,,,,,,,,,,,,,
,,,,,html-slider-response,146,750799,0.0-21.0-1.11,718622d5-fb0c-4fe9-adf5-366d10b39301,1096,"
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",0,evaluation,19,3,"12B,20B,23B,27C,29C",75,4,0,,,,,,,,,,,,
,,,,,html-keyboard-response,147,751586,0.0-21.0-2.11,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,148,752596,0.0-21.0-0.12,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪11
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,7,"6B,18B,22C,24C,29A",,,,,,,,,,,,,,,
,,,,,html-slider-response,149,754615,0.0-21.0-1.12,718622d5-fb0c-4fe9-adf5-366d10b39301,2018,"
                  <p style=""text-align: center;"">₪11
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",0,evaluation,1,7,"6B,18B,22C,24C,29A",75,11,0,,,,,,,,,,,,
,,,,,html-keyboard-response,150,755245,0.0-21.0-2.12,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,151,756255,0.0-21.0-0.13,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,26,"2B,16A",,,,,,,,,,,,,,,
,,,,,html-slider-response,152,759448,0.0-21.0-1.13,718622d5-fb0c-4fe9-adf5-366d10b39301,3191,"
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",20,evaluation,8,26,"2B,16A",45,71,20,,,,,,,,,,,,
,,,,,html-keyboard-response,153,760904,0.0-21.0-2.13,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,154,761910,0.0-21.0-0.14,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,30,9B,,,,,,,,,,,,,,,
,,,,,html-slider-response,155,764512,0.0-21.0-1.14,718622d5-fb0c-4fe9-adf5-366d10b39301,2601,"
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",20,evaluation,0,30,9B,40,79,20,,,,,,,,,,,,
,,,,,html-keyboard-response,156,765799,0.0-21.0-2.14,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,157,766814,0.0-21.0-0.15,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪4
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,1,"6C,29B,30C",,,,,,,,,,,,,,,
,,,,,html-slider-response,158,768656,0.0-21.0-1.15,718622d5-fb0c-4fe9-adf5-366d10b39301,1841,"
                  <p style=""text-align: center;"">₪4
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",0,evaluation,33,1,"6C,29B,30C",25,4,0,,,,,,,,,,,,
,,,,,html-keyboard-response,159,770054,0.0-21.0-2.15,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,160,771057,0.0-21.0-0.16,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,11,"3C,20A,22A",,,,,,,,,,,,,,,
,,,,,html-slider-response,161,773239,0.0-21.0-1.16,718622d5-fb0c-4fe9-adf5-366d10b39301,2181,"
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",0,evaluation,38,11,"3C,20A,22A",30,36,0,,,,,,,,,,,,
,,,,,html-keyboard-response,162,774602,0.0-21.0-2.16,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,163,775609,0.0-21.0-0.17,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,12,"1C,7C,15C",,,,,,,,,,,,,,,
,,,,,html-slider-response,164,776920,0.0-21.0-1.17,718622d5-fb0c-4fe9-adf5-366d10b39301,1310,"
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",0,evaluation,37,12,"1C,7C,15C",60,36,0,,,,,,,,,,,,
,,,,,html-keyboard-response,165,778266,0.0-21.0-2.17,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,166,779269,0.0-21.0-0.18,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,15,"9C,25B",,,,,,,,,,,,,,,
,,,,,html-slider-response,167,782551,0.0-21.0-1.18,718622d5-fb0c-4fe9-adf5-366d10b39301,3281,"
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",0,evaluation,74,15,"9C,25B",60,39,0,,,,,,,,,,,,
,,,,,html-keyboard-response,168,784021,0.0-21.0-2.18,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,169,785024,0.0-21.0-0.19,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪16
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,8,"14C,17A,20C,27A",,,,,,,,,,,,,,,
,,,,,html-slider-response,170,788119,0.0-21.0-1.19,718622d5-fb0c-4fe9-adf5-366d10b39301,3094,"
                  <p style=""text-align: center;"">₪16
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",0,evaluation,31,8,"14C,17A,20C,27A",20,16,0,,,,,,,,,,,,
,,,,,html-keyboard-response,171,789255,0.0-21.0-2.19,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,172,790258,0.0-21.0-0.20,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,31,8A,,,,,,,,,,,,,,,
,,,,,html-slider-response,173,793120,0.0-21.0-1.20,718622d5-fb0c-4fe9-adf5-366d10b39301,2860,"
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",30,evaluation,69,31,8A,65,79,30,,,,,,,,,,,,
,,,,,html-keyboard-response,174,794127,0.0-21.0-2.20,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,175,795134,0.0-21.0-0.21,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,16,"1A,15A,26C",,,,,,,,,,,,,,,
,,,,,html-slider-response,176,798744,0.0-21.0-1.21,718622d5-fb0c-4fe9-adf5-366d10b39301,3608,"
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",20,evaluation,33,16,"1A,15A,26C",65,39,20,,,,,,,,,,,,
,,,,,html-keyboard-response,177,799947,0.0-21.0-2.21,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,178,800950,0.0-21.0-0.22,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,20,"10C,13A,19C,21B",,,,,,,,,,,,,,,
,,,,,html-slider-response,179,804208,0.0-21.0-1.22,718622d5-fb0c-4fe9-adf5-366d10b39301,3256,"
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",20,evaluation,24,20,"10C,13A,19C,21B",40,58,20,,,,,,,,,,,,
,,,,,html-keyboard-response,180,805646,0.0-21.0-2.22,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,181,806663,0.0-21.0-0.23,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,27,"5B,18A",,,,,,,,,,,,,,,
,,,,,html-slider-response,182,809224,0.0-21.0-1.23,718622d5-fb0c-4fe9-adf5-366d10b39301,2560,"
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",20,evaluation,17,27,"5B,18A",55,71,20,,,,,,,,,,,,
,,,,,html-keyboard-response,183,810224,0.0-21.0-2.23,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,184,811240,0.0-21.0-0.24,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,2,"4C,17B",,,,,,,,,,,,,,,
,,,,,html-slider-response,185,812352,0.0-21.0-1.24,718622d5-fb0c-4fe9-adf5-366d10b39301,1111,"
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",0,evaluation,72,2,"4C,17B",50,4,0,,,,,,,,,,,,
,,,,,html-keyboard-response,186,813344,0.0-21.0-2.24,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,187,814351,0.0-21.0-0.25,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,6,"14B,21C,25C",,,,,,,,,,,,,,,
,,,,,html-slider-response,188,816008,0.0-21.0-1.25,718622d5-fb0c-4fe9-adf5-366d10b39301,1656,"
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",0,evaluation,69,6,"14B,21C,25C",45,11,0,,,,,,,,,,,,
,,,,,html-keyboard-response,189,817094,0.0-21.0-2.25,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,190,818096,0.0-21.0-0.26,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,13,"3A,5C,10B",,,,,,,,,,,,,,,
,,,,,html-slider-response,191,822113,0.0-21.0-1.26,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,66,13,"3A,5C,10B",70,36,6,,,,,,,,,,,,
,,,,,html-keyboard-response,192,822675,0.0-21.0-2.26,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,193,823683,0.0-21.0-0.27,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,29,"8C,19A,24B",,,,,,,,,,,,,,,
,,,,,html-slider-response,194,826184,0.0-21.0-1.27,718622d5-fb0c-4fe9-adf5-366d10b39301,2500,"
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",20,evaluation,14,29,"8C,19A,24B",65,76,20,,,,,,,,,,,,
,,,,,html-keyboard-response,195,827089,0.0-21.0-2.27,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,196,828093,0.0-21.0-0.28,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,9,"14A,23A",,,,,,,,,,,,,,,
,,,,,html-slider-response,197,830664,0.0-21.0-1.28,718622d5-fb0c-4fe9-adf5-366d10b39301,2570,"
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",0,evaluation,24,9,"14A,23A",25,18,0,,,,,,,,,,,,
,,,,,html-keyboard-response,198,831370,0.0-21.0-2.28,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,199,832385,0.0-21.0-0.29,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,19,"13C,30A",,,,,,,,,,,,,,,
,,,,,html-slider-response,200,835552,0.0-21.0-1.29,718622d5-fb0c-4fe9-adf5-366d10b39301,3166,"
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",12,evaluation,78,19,"13C,30A",30,58,12,,,,,,,,,,,,
,,,,,html-keyboard-response,201,836917,0.0-21.0-2.29,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,202,837920,0.0-21.0-0.30,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,21,"11C,18C,25A",,,,,,,,,,,,,,,
,,,,,html-slider-response,203,840672,0.0-21.0-1.30,718622d5-fb0c-4fe9-adf5-366d10b39301,2750,"
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",20,evaluation,40,21,"11C,18C,25A",45,58,20,,,,,,,,,,,,
,,,,,html-keyboard-response,204,841342,0.0-21.0-2.30,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,205,842355,0.0-22.0,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,206,843544,0.0-23.0,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p>הפסקה.
          <br>לחצו כדי להמשיך.</p>",1,scan_wait,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,207,844560,0.0-24.0,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,208,845564,0.0-25.0-0.0,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,14,"4B,5A,13B,16B",,,,,,,,,,,,,,,
