"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","response","part","slider_start","ID","set_ID","prob","amount","last_location","actual_choice","actual_EV","binary_id","trinary_id","catch","A_key","D_key","choice_prob","choice_amount","potential_prize_prob","potential_prize_amount","won_prize","total_prize","accuracy"
"","","","","","html-keyboard-response","119","239154","0.0-21.0-2.1","1c3c4861-95c6-42a5-9380-25db22cb1773","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","120","240157","0.0-21.0-0.2","1c3c4861-95c6-42a5-9380-25db22cb1773","1000","
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","9","14A,23A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","121","240984","0.0-21.0-1.2","1c3c4861-95c6-42a5-9380-25db22cb1773","826","
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","15","evaluation","0","9","14A,23A","25","18","15","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","122","242225","0.0-21.0-2.2","1c3c4861-95c6-42a5-9380-25db22cb1773","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","123","243232","0.0-21.0-0.3","1c3c4861-95c6-42a5-9380-25db22cb1773","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","19","13C,30A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","124","244344","0.0-21.0-1.3","1c3c4861-95c6-42a5-9380-25db22cb1773","1110","
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","20","evaluation","77","19","13C,30A","30","58","20","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","125","245808","0.0-21.0-2.3","1c3c4861-95c6-42a5-9380-25db22cb1773","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","126","246814","0.0-21.0-0.4","1c3c4861-95c6-42a5-9380-25db22cb1773","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","14","4B,5A,13B,16B","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","127","248648","0.0-21.0-1.4","1c3c4861-95c6-42a5-9380-25db22cb1773","1833","
                  <p style=""text-align: center;"">₪36
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","20","evaluation","28","14","4B,5A,13B,16B","75","36","20","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","128","249450","0.0-21.0-2.4","1c3c4861-95c6-42a5-9380-25db22cb1773","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","129","250453","0.0-21.0-0.5","1c3c4861-95c6-42a5-9380-25db22cb1773","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","27","5B,18A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","130","251840","0.0-21.0-1.5","1c3c4861-95c6-42a5-9380-25db22cb1773","1385","
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","41","evaluation","68","27","5B,18A","55","71","41","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","131","253335","0.0-21.0-2.5","1c3c4861-95c6-42a5-9380-25db22cb1773","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","132","254350","0.0-21.0-0.6","1c3c4861-95c6-42a5-9380-25db22cb1773","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","20","10C,13A,19C,21B","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","133","256160","0.0-21.0-1.6","1c3c4861-95c6-42a5-9380-25db22cb1773","1809","
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","32","evaluation","9","20","10C,13A,19C,21B","40","58","32","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","134","256677","0.0-21.0-2.6","1c3c4861-95c6-42a5-9380-25db22cb1773","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","135","257692","0.0-21.0-0.7","1c3c4861-95c6-42a5-9380-25db22cb1773","1000","
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","10","2C,16C,22B,28A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","136","259352","0.0-21.0-1.7","1c3c4861-95c6-42a5-9380-25db22cb1773","1659","
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","0","evaluation","16","10","2C,16C,22B,28A","50","18","1","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","137","260731","0.0-21.0-2.7","1c3c4861-95c6-42a5-9380-25db22cb1773","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","138","261734","0.0-21.0-0.8","1c3c4861-95c6-42a5-9380-25db22cb1773","1000","
                  <p style=""text-align: center;"">₪4
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","1","6C,29B,30C","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","139","262496","0.0-21.0-1.8","1c3c4861-95c6-42a5-9380-25db22cb1773","761","
                  <p style=""text-align: center;"">₪4
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","0","evaluation","3","1","6C,29B,30C","25","4","1","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","140","263964","0.0-21.0-2.8","1c3c4861-95c6-42a5-9380-25db22cb1773","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","141","264967","0.0-21.0-0.9","1c3c4861-95c6-42a5-9380-25db22cb1773","1000","
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","18","11B,19B,24A,26A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","142","266592","0.0-21.0-1.9","1c3c4861-95c6-42a5-9380-25db22cb1773","1624","
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","29","evaluation","69","18","11B,19B,24A,26A","75","43","29","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","143","267680","0.0-21.0-2.9","1c3c4861-95c6-42a5-9380-25db22cb1773","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","144","268684","0.0-21.0-0.10","1c3c4861-95c6-42a5-9380-25db22cb1773","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","28","8B","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","145","270816","0.0-21.0-1.10","1c3c4861-95c6-42a5-9380-25db22cb1773","2131","
                  <p style=""text-align: center;"">₪71
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","45","evaluation","9","28","8B","75","71","45","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","146","271556","0.0-21.0-2.10","1c3c4861-95c6-42a5-9380-25db22cb1773","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","147","272568","0.0-21.0-0.11","1c3c4861-95c6-42a5-9380-25db22cb1773","1000","
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","16","1A,15A,26C","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","148","273776","0.0-21.0-1.11","1c3c4861-95c6-42a5-9380-25db22cb1773","1206","
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","30","evaluation","48","16","1A,15A,26C","65","39","30","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","149","274588","0.0-21.0-2.11","1c3c4861-95c6-42a5-9380-25db22cb1773","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
